4025.6272,8654.7188,2024-03-31 00:34:13
4025.627,8654.7188,2024-03-31 00:34:14
4025.627,8654.7188,2024-03-31 00:34:15
4025.627,8654.7188,2024-03-31 00:34:16
4025.627,8654.7188,2024-03-31 00:34:17
4025.627,8654.7197,2024-03-31 00:34:18
4025.627,8654.7197,2024-03-31 00:34:19
4025.6267,8654.7197,2024-03-31 00:34:20
4025.6267,8654.7197,2024-03-31 00:34:21
4025.6267,8654.7197,2024-03-31 00:34:22
4025.6267,8654.7197,2024-03-31 00:34:23
4025.627,8654.7207,2024-03-31 00:34:24
4025.6272,8654.7207,2024-03-31 00:34:26
4025.6274,8654.7197,2024-03-31 00:34:27
4025.6277,8654.7207,2024-03-31 00:34:28
4025.6279,8654.7207,2024-03-31 00:34:29
4025.6284,8654.7217,2024-03-31 00:34:30
4025.6284,8654.7217,2024-03-31 00:34:31
4025.6289,8654.7217,2024-03-31 00:34:32
4025.6296,8654.7227,2024-03-31 00:34:33
4025.6309,8654.7236,2024-03-31 00:34:34
4025.6318,8654.7246,2024-03-31 00:34:35
4025.6326,8654.7256,2024-03-31 00:34:36
4025.6335,8654.7266,2024-03-31 00:34:37
4025.6362,8654.7275,2024-03-31 00:34:39
4025.6377,8654.7285,2024-03-31 00:34:40
4025.6394,8654.7305,2024-03-31 00:34:41
4025.6411,8654.7314,2024-03-31 00:34:42
4025.6418,8654.7324,2024-03-31 00:34:43
4025.6426,8654.7344,2024-03-31 00:34:44
4025.6433,8654.7354,2024-03-31 00:34:45
4025.644,8654.7373,2024-03-31 00:34:46
4025.6448,8654.7383,2024-03-31 00:34:47
4025.6455,8654.7412,2024-03-31 00:34:49
4025.6455,8654.7441,2024-03-31 00:34:50
4025.646,8654.7471,2024-03-31 00:34:51
4025.646,8654.75,2024-03-31 00:34:52
4025.646,8654.7529,2024-03-31 00:34:53
4025.6472,8654.7529,2024-03-31 00:34:54
4025.6477,8654.7539,2024-03-31 00:34:55
4025.6477,8654.7549,2024-03-31 00:34:56
4025.6484,8654.7559,2024-03-31 00:34:57
4025.6484,8654.7578,2024-03-31 00:34:58
4025.6487,8654.7598,2024-03-31 00:34:59
4025.6494,8654.7617,2024-03-31 00:35:00
4025.6489,8654.7646,2024-03-31 00:35:01
4025.6492,8654.7646,2024-03-31 00:35:02
4025.6499,8654.7656,2024-03-31 00:35:03
4025.6497,8654.7705,2024-03-31 00:35:05
4025.6504,8654.7725,2024-03-31 00:35:06
4025.6521,8654.7734,2024-03-31 00:35:07
4025.6541,8654.7744,2024-03-31 00:35:08
4025.6558,8654.7764,2024-03-31 00:35:09
4025.657,8654.7754,2024-03-31 00:35:10
4025.6592,8654.7695,2024-03-31 00:35:12
4025.6609,8654.7627,2024-03-31 00:35:13
4025.6638,8654.7559,2024-03-31 00:35:14
4025.667,8654.751,2024-03-31 00:35:15
4025.6738,8654.7451,2024-03-31 00:35:17
4025.677,8654.7461,2024-03-31 00:35:18
4025.6809,8654.7461,2024-03-31 00:35:19
4025.6846,8654.7461,2024-03-31 00:35:20
4025.687,8654.7451,2024-03-31 00:35:21
4025.6875,8654.7451,2024-03-31 00:35:22
4025.688,8654.7441,2024-03-31 00:35:23
4025.6895,8654.7432,2024-03-31 00:35:24
4025.6904,8654.7402,2024-03-31 00:35:25
4025.6907,8654.7393,2024-03-31 00:35:26
4025.6909,8654.7373,2024-03-31 00:35:27
4025.6877,8654.7373,2024-03-31 00:35:28
4025.687,8654.7363,2024-03-31 00:35:29
4025.6863,8654.7344,2024-03-31 00:35:30
4025.6848,8654.7334,2024-03-31 00:35:31
4025.6824,8654.7334,2024-03-31 00:35:32
4025.6799,8654.7314,2024-03-31 00:35:33
4025.6802,8654.7305,2024-03-31 00:35:34
4025.6794,8654.7275,2024-03-31 00:35:35
4025.6792,8654.7256,2024-03-31 00:35:36
4025.6775,8654.7227,2024-03-31 00:35:37
4025.6758,8654.7188,2024-03-31 00:35:38
4025.6768,8654.7148,2024-03-31 00:35:39
4025.677,8654.7119,2024-03-31 00:35:40
4025.678,8654.71,2024-03-31 00:35:41
4025.679,8654.707,2024-03-31 00:35:42
4025.6792,8654.7061,2024-03-31 00:35:43
4025.6787,8654.7051,2024-03-31 00:35:44
4025.6785,8654.7051,2024-03-31 00:35:45
4025.6782,8654.7031,2024-03-31 00:35:46
4025.678,8654.7021,2024-03-31 00:35:47
4025.678,8654.7021,2024-03-31 00:35:48
4025.6775,8654.7012,2024-03-31 00:35:49
4025.6775,8654.7012,2024-03-31 00:35:50
4025.6777,8654.7002,2024-03-31 00:35:51
4025.678,8654.6992,2024-03-31 00:35:52
4025.678,8654.6982,2024-03-31 00:35:53
4025.6785,8654.6973,2024-03-31 00:35:55
4025.6787,8654.6973,2024-03-31 00:35:56
4025.6792,8654.6963,2024-03-31 00:35:57
4025.6802,8654.6973,2024-03-31 00:35:58
4025.6809,8654.6963,2024-03-31 00:35:59
4025.6829,8654.6943,2024-03-31 00:36:01
4025.6836,8654.6934,2024-03-31 00:36:02
4025.686,8654.6914,2024-03-31 00:36:04
4025.687,8654.6904,2024-03-31 00:36:05
4025.688,8654.6895,2024-03-31 00:36:06
4025.6887,8654.6885,2024-03-31 00:36:07
4025.689,8654.6875,2024-03-31 00:36:08
4025.6895,8654.6865,2024-03-31 00:36:09
4025.6892,8654.6855,2024-03-31 00:36:10
4025.6875,8654.6836,2024-03-31 00:36:11
4025.6855,8654.6816,2024-03-31 00:36:12
4025.6812,8654.6807,2024-03-31 00:36:14
4025.6804,8654.6807,2024-03-31 00:36:15
4025.6794,8654.6797,2024-03-31 00:36:16
4025.6785,8654.6777,2024-03-31 00:36:17
4025.6775,8654.6768,2024-03-31 00:36:18
4025.6758,8654.6758,2024-03-31 00:36:19
4025.6748,8654.6748,2024-03-31 00:36:20
4025.6736,8654.6738,2024-03-31 00:36:21
4025.6729,8654.6729,2024-03-31 00:36:22
4025.6721,8654.6719,2024-03-31 00:36:23
4025.6714,8654.6719,2024-03-31 00:36:24
4025.6707,8654.6709,2024-03-31 00:36:25
4025.6692,8654.6689,2024-03-31 00:36:27
4025.6685,8654.6689,2024-03-31 00:36:28
4025.6677,8654.668,2024-03-31 00:36:29
4025.6675,8654.667,2024-03-31 00:36:30
4025.667,8654.666,2024-03-31 00:36:31
4025.666,8654.665,2024-03-31 00:36:32
4025.6655,8654.6641,2024-03-31 00:36:33
4025.6641,8654.6631,2024-03-31 00:36:34
4025.6628,8654.6631,2024-03-31 00:36:35
4025.6621,8654.6621,2024-03-31 00:36:36
4025.6611,8654.6611,2024-03-31 00:36:37
4025.6604,8654.6602,2024-03-31 00:36:38
4025.6592,8654.6602,2024-03-31 00:36:39
4025.6582,8654.6592,2024-03-31 00:36:40
4025.6572,8654.6592,2024-03-31 00:36:41
4025.6565,8654.6582,2024-03-31 00:36:42
4025.6548,8654.6572,2024-03-31 00:36:44
4025.6558,8654.6553,2024-03-31 00:36:45
4025.656,8654.6533,2024-03-31 00:36:46
4025.656,8654.6523,2024-03-31 00:36:47
4025.6555,8654.6514,2024-03-31 00:36:48
4025.6536,8654.6523,2024-03-31 00:36:50
4025.6519,8654.6533,2024-03-31 00:36:52
4025.6511,8654.6533,2024-03-31 00:36:53
4025.6504,8654.6543,2024-03-31 00:36:54
4025.6501,8654.6553,2024-03-31 00:36:55
4025.6499,8654.6553,2024-03-31 00:36:56
4025.6497,8654.6543,2024-03-31 00:36:57
4025.6494,8654.6533,2024-03-31 00:36:58
4025.6494,8654.6523,2024-03-31 00:36:59
4025.6494,8654.6514,2024-03-31 00:37:00
4025.6489,8654.6514,2024-03-31 00:37:01
4025.6487,8654.6514,2024-03-31 00:37:02
4025.6482,8654.6514,2024-03-31 00:37:03
4025.6477,8654.6504,2024-03-31 00:37:04
4025.6472,8654.6494,2024-03-31 00:37:05
4025.6472,8654.6484,2024-03-31 00:37:06
4025.6477,8654.6475,2024-03-31 00:37:07
4025.6482,8654.6465,2024-03-31 00:37:08
4025.6489,8654.6465,2024-03-31 00:37:09
4025.6499,8654.6455,2024-03-31 00:37:11
4025.6509,8654.6445,2024-03-31 00:37:12
4025.6521,8654.6436,2024-03-31 00:37:13
4025.6533,8654.6426,2024-03-31 00:37:14
4025.6541,8654.6426,2024-03-31 00:37:15
4025.6548,8654.6426,2024-03-31 00:37:16
4025.6553,8654.6426,2024-03-31 00:37:17
4025.656,8654.6426,2024-03-31 00:37:18
4025.657,8654.6426,2024-03-31 00:37:19
4025.658,8654.6426,2024-03-31 00:37:20
4025.6589,8654.6416,2024-03-31 00:37:21
4025.6592,8654.6416,2024-03-31 00:37:22
4025.6606,8654.6416,2024-03-31 00:37:24
4025.6616,8654.6416,2024-03-31 00:37:25
4025.6624,8654.6416,2024-03-31 00:37:26
4025.6626,8654.6426,2024-03-31 00:37:27
4025.6636,8654.6436,2024-03-31 00:37:28
4025.6643,8654.6445,2024-03-31 00:37:29
4025.6655,8654.6445,2024-03-31 00:37:30
4025.6667,8654.6455,2024-03-31 00:37:31
4025.668,8654.6465,2024-03-31 00:37:32
4025.6687,8654.6465,2024-03-31 00:37:33
4025.6692,8654.6475,2024-03-31 00:37:34
4025.6702,8654.6475,2024-03-31 00:37:35
4025.6704,8654.6465,2024-03-31 00:37:36
4025.6704,8654.6465,2024-03-31 00:37:37
4025.6709,8654.6465,2024-03-31 00:37:38
4025.6726,8654.6455,2024-03-31 00:37:39
4025.6736,8654.6465,2024-03-31 00:37:40
4025.6743,8654.6465,2024-03-31 00:37:41
4025.675,8654.6475,2024-03-31 00:37:42
4025.6758,8654.6475,2024-03-31 00:37:43
4025.6765,8654.6475,2024-03-31 00:37:44
4025.6765,8654.6484,2024-03-31 00:37:45
4025.6765,8654.6504,2024-03-31 00:37:46
4025.6768,8654.6514,2024-03-31 00:37:47
4025.677,8654.6533,2024-03-31 00:37:48
4025.6775,8654.6543,2024-03-31 00:37:49
4025.678,8654.6553,2024-03-31 00:37:50
4025.6787,8654.6563,2024-03-31 00:37:51
4025.6797,8654.6572,2024-03-31 00:37:52
4025.6804,8654.6582,2024-03-31 00:37:53
4025.6809,8654.6592,2024-03-31 00:37:54
4025.6819,8654.6602,2024-03-31 00:37:55
4025.6824,8654.6611,2024-03-31 00:37:56
4025.6833,8654.6611,2024-03-31 00:37:57
4025.6843,8654.6621,2024-03-31 00:37:58
4025.6848,8654.6641,2024-03-31 00:37:59
4025.6855,8654.665,2024-03-31 00:38:00
4025.686,8654.666,2024-03-31 00:38:01
4025.6868,8654.667,2024-03-31 00:38:02
4025.687,8654.668,2024-03-31 00:38:03
4025.687,8654.6689,2024-03-31 00:38:04
4025.6873,8654.6699,2024-03-31 00:38:05
4025.6877,8654.6699,2024-03-31 00:38:06
4025.6882,8654.6709,2024-03-31 00:38:07
4025.689,8654.6729,2024-03-31 00:38:09
4025.6892,8654.6738,2024-03-31 00:38:10
4025.6895,8654.6738,2024-03-31 00:38:11
4025.6895,8654.6748,2024-03-31 00:38:12
4025.689,8654.6768,2024-03-31 00:38:14
4025.689,8654.6768,2024-03-31 00:38:15
4025.6887,8654.6777,2024-03-31 00:38:16
4025.6887,8654.6787,2024-03-31 00:38:17
4025.6885,8654.6807,2024-03-31 00:38:18
4025.688,8654.6807,2024-03-31 00:38:19
4025.6875,8654.6816,2024-03-31 00:38:20
4025.6873,8654.6826,2024-03-31 00:38:21
4025.6873,8654.6826,2024-03-31 00:38:22
4025.687,8654.6836,2024-03-31 00:38:23
4025.6868,8654.6846,2024-03-31 00:38:24
4025.6865,8654.6846,2024-03-31 00:38:25
4025.6855,8654.6855,2024-03-31 00:38:26
4025.6851,8654.6865,2024-03-31 00:38:27
4025.6851,8654.6865,2024-03-31 00:38:28
4025.6853,8654.6885,2024-03-31 00:38:29
4025.6848,8654.6895,2024-03-31 00:38:30
4025.6841,8654.6904,2024-03-31 00:38:31
4025.6838,8654.6914,2024-03-31 00:38:32
4025.6836,8654.6924,2024-03-31 00:38:33
4025.6846,8654.6943,2024-03-31 00:38:34
4025.6846,8654.6963,2024-03-31 00:38:35
4025.6853,8654.6973,2024-03-31 00:38:36
4025.6853,8654.6982,2024-03-31 00:38:37
4025.6851,8654.7002,2024-03-31 00:38:39
4025.6848,8654.7012,2024-03-31 00:38:40
4025.6846,8654.7021,2024-03-31 00:38:41
4025.6838,8654.7031,2024-03-31 00:38:42
4025.6831,8654.7041,2024-03-31 00:38:43
4025.6826,8654.7041,2024-03-31 00:38:44
4025.6821,8654.7051,2024-03-31 00:38:45
4025.6819,8654.7051,2024-03-31 00:38:46
4025.6816,8654.7051,2024-03-31 00:38:47
4025.6809,8654.7061,2024-03-31 00:38:48
4025.6804,8654.7061,2024-03-31 00:38:49
4025.6794,8654.7061,2024-03-31 00:38:50
4025.6785,8654.707,2024-03-31 00:38:51
4025.6765,8654.707,2024-03-31 00:38:53
4025.6753,8654.707,2024-03-31 00:38:54
4025.6743,8654.708,2024-03-31 00:38:55
4025.6726,8654.708,2024-03-31 00:38:56
4025.6711,8654.708,2024-03-31 00:38:57
4025.6697,8654.708,2024-03-31 00:38:58
4025.6682,8654.708,2024-03-31 00:38:59
4025.6665,8654.708,2024-03-31 00:39:01
4025.6663,8654.708,2024-03-31 00:39:02
4025.666,8654.707,2024-03-31 00:39:04
4025.6655,8654.707,2024-03-31 00:39:05
4025.6658,8654.7061,2024-03-31 00:39:06
4025.6655,8654.7061,2024-03-31 00:39:07
4025.665,8654.7061,2024-03-31 00:39:08
4025.6646,8654.7061,2024-03-31 00:39:09
4025.6636,8654.7061,2024-03-31 00:39:11
4025.6628,8654.7061,2024-03-31 00:39:12
4025.6624,8654.707,2024-03-31 00:39:13
4025.6619,8654.708,2024-03-31 00:39:14
4025.6611,8654.708,2024-03-31 00:39:15
4025.6606,8654.707,2024-03-31 00:39:16
4025.6599,8654.708,2024-03-31 00:39:17
4025.6592,8654.708,2024-03-31 00:39:18
4025.6584,8654.708,2024-03-31 00:39:19
4025.6577,8654.708,2024-03-31 00:39:20
4025.657,8654.709,2024-03-31 00:39:21
4025.6565,8654.709,2024-03-31 00:39:22
4025.6563,8654.709,2024-03-31 00:39:23
4025.6555,8654.709,2024-03-31 00:39:24
4025.6548,8654.709,2024-03-31 00:39:25
4025.6538,8654.709,2024-03-31 00:39:26
4025.6531,8654.709,2024-03-31 00:39:27
4025.6523,8654.708,2024-03-31 00:39:28
4025.6516,8654.708,2024-03-31 00:39:29
4025.6509,8654.707,2024-03-31 00:39:30
4025.6501,8654.707,2024-03-31 00:39:31
4025.6494,8654.7061,2024-03-31 00:39:32
4025.6487,8654.7041,2024-03-31 00:39:33
4025.6472,8654.7031,2024-03-31 00:39:35
4025.6462,8654.7041,2024-03-31 00:39:36
4025.6455,8654.7051,2024-03-31 00:39:37
4025.645,8654.7041,2024-03-31 00:39:38
4025.6443,8654.7031,2024-03-31 00:39:39
